Incoming File Layout,,,,,,,
,,,,,,,
File Component,Field Name,Field Description,Level,Type,Length,Repricer,Position
Detail,PATIENT_CONTROL_NUM,"The value in this field represents the Patient Control Number, also referred to as the Patient Account Number. (2300, CLM01, 1028)",Claim,,,Y,11
Detail,PATIENT_LAST_NAME,"The value in this field represents the patient’s last name.  (2010CA, NM103, 1035)",Claim,,,Y,12
Detail,PATIENT_FIRST_NAME,"The value in this field represents the patient’s first name.  (2010CA, NM104, 1036)",Claim,,,Y,13
Detail,PATIENT_MIDDLE_NAME,"This field represents the patient's middle name as defined by the payer. This is required by CMS when needed to identify the individual. (2010CA, NM105, 1037)",Claim,,,Y,14
Detail,PATIENT_NAME_SUFFIX,"This field represents the suffix associated with the patient's name.  For example, Jr., Sr., III, etc. This is required by CMS when needed to identify the individual.  (2010CA, NM107, 1039)",Claim,,,Y,15
Detail,RELATIONSHIP_TO_SUB,"The value in this field defines the patient's relationship to the subscriber.  Expected Values are:
01  -  Spouse
18  -  Self
19  -  Child
20  -  Employee
21  -  Unknown
39  -  Organ Donor
40  -  Cadaver Donor
53  -  Life Partner
G8  -  Other Relationship
Required for CV.
(Subscriber: 2000B, SBR02)  (Dependent:  2000C, PAT01)",Claim,,,Y,16
Detail,PATIENT_DEATH_DATE,"Patient's date of death when the patient is known to be deceased.  (2000B, PAT06)  2000C, PAT06)",Claim,,,N,17
Detail,PATIENT_WEIGHT,"This data element is the patient's weight at the time of service.  CMS requires this data when claims involve Medicare DMERC CMN or DME MAC 10.03 Enteral or Parenteral Nutrition.  Weight measurement is in pounds. (2000B, PAT08) (2000C, PAT08)",Claim,,,N,18
Detail,CLAIM_ID,"The value in this field represents the client’s claim identification number. This should be a claim ID that is unique in the client’s system. If this ID is not unique, please advise what other data is required to make it unique. Required for CV.",Claim,,,Y,19
Detail,PREGNANCY_INDICATOR_YN,"This field represents the patient's pregnancy status at the time of service.  Expected values are:  'Y', 'N' or may be left blank to indicate the patient is not pregnant or not required by law. (2000B, PAT09)(2000C, PAT09)",Claim,,,N,20
Detail,MED_REC_NO,"The value in this field represents the Medical Record Number from the provider.  (2300, REF02, REF*EA)",Claim,,,Y,21
Detail,DIAGNOSIS_CODE_01_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  (2300, HI01-1) Required for CV.",Claim,,,N,22
Detail,DIAGNOSIS_CODE_01,"The value in this field represents the header level diagnosis listed in the number one position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers. Required for CV.  (2300, HI01-2)

Note:  It is expected that all lines of a claim will include the same header level diagnosis codes.",Claim,,,Y,23
Detail,DIAGNOSIS_CODE_02_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated. (2300, HI02-1)",Claim,,,N,24
Detail,DIAGNOSIS_CODE_02,"The value in this field represents the header level diagnosis listed in the number two position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300,HI02-2)",Claim,,,Y,25
Detail,DIAGNOSIS_CODE_03_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated. (2300, HI03-1)",Claim,,,N,26
Detail,DIAGNOSIS_CODE_03,"The value in this field represents the header level diagnosis listed in the number three position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI03-2)",Claim,,,Y,27
Detail,DIAGNOSIS_CODE_04_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  This field is required if the corresponding diagnosis is populated.  (2300, HI04-1)",Claim,,,N,28
Detail,DIAGNOSIS_CODE_04,"The value in this field represents the header level diagnosis listed in the number four position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI04-2)",Claim,,,Y,29
Detail,DIAGNOSIS_CODE_05_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  This field is required if the corresponding diagnosis is populated.  (2300, HI05-1)",Claim,,,N,30
Detail,DIAGNOSIS_CODE_05,"The value in this field represents the header level diagnosis listed in the number five position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI05-2)",Claim,,,Y,31
Detail,DIAGNOSIS_CODE_06_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI06-1, HI*BF or HI*ABF)",Claim,,,N,32
Detail,DIAGNOSIS_CODE_06,"The value in this field represents the header level diagnosis listed in the number six position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI06-2)",Claim,,,Y,33
Detail,DIAGNOSIS_CODE_07_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '0' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI07-1)",Claim,,,N,34
Detail,DIAGNOSIS_CODE_07,"The value in this field represents the header level diagnosis listed in the number seven position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI07-2)",Claim,,,Y,35
Detail,DIAGNOSIS_CODE_08_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI08-1)",Claim,,,N,36
Detail,DIAGNOSIS_CODE_08,"The value in this field represents the header level diagnosis listed in the number eight position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI08-2)",Claim,,,Y,37
Detail,DIAGNOSIS_CODE_09_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI09-1)",Claim,,,N,38
Detail,DIAGNOSIS_CODE_09,"The value in this field represents the header level diagnosis listed in the number nine position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI09-2)",Claim,,,Y,39
Detail,DIAGNOSIS_CODE_10_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI10-1)",Claim,,,N,40
Detail,DIAGNOSIS_CODE_10,"The value in this field represents the header level diagnosis listed in the number ten position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers. (2300, HI10-2)",Claim,,,Y,41
Detail,DIAGNOSIS_CODE_11_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI11-1)",Claim,,,N,42
Detail,DIAGNOSIS_CODE_11,"The value in this field represents the header level diagnosis listed in the number eleven position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI11-2)",Claim,,,Y,43
Detail,DIAGNOSIS_CODE_12_QUAL,"The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.  (2300, HI12-1)",Claim,,,N,44
Detail,DIAGNOSIS_CODE_12,"The value in this field represents the header level diagnosis listed in the number twelve position on the CMS-1500 billed by the provider. To provide accurate adjudication recommendations and CV audit results, all diagnosis codes billed by the provider should be transmitted on the file with appropriate pointers.  (2300, HI12-2)",Claim,,,Y,45
Detail,DIAGNOSIS_CODE_13_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,46
Detail,DIAGNOSIS_CODE_13,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,Y,47
Detail,DIAGNOSIS_CODE_14_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes.  This field is required if the corresponding diagnosis is populated.,Claim,,,N,48
Detail,DIAGNOSIS_CODE_14,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,49
Detail,DIAGNOSIS_CODE_15_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,50
Detail,DIAGNOSIS_CODE_15,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.   This diagnosis will be used in applying payment policies in the future.",Claim,,,N,51
Detail,DIAGNOSIS_CODE_16_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,52
Detail,DIAGNOSIS_CODE_16,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,53
Detail,DIAGNOSIS_CODE_17_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,54
Detail,DIAGNOSIS_CODE_17,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,55
Detail,DIAGNOSIS_CODE_18_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,56
Detail,DIAGNOSIS_CODE_18,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,57
Detail,DIAGNOSIS_CODE_19_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,58
Detail,DIAGNOSIS_CODE_19,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,59
Detail,DIAGNOSIS_CODE_20_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,60
Detail,DIAGNOSIS_CODE_20,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,61
Detail,DIAGNOSIS_CODE_21_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,62
Detail,DIAGNOSIS_CODE_21,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,63
Detail,DIAGNOSIS_CODE_22_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,64
Detail,DIAGNOSIS_CODE_22,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.",Claim,,,N,65
Detail,DIAGNOSIS_CODE_23_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,66
Detail,DIAGNOSIS_CODE_23,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values.  Note: This field is not currently in the 837 transaction, but is planned for the next version.  This diagnosis will be used in applying payment policies in the future.  (2300, HI*BF or HI*ABF Segment Repeat)",Claim,,,N,67
Detail,DIAGNOSIS_CODE_24_QUAL,The value in this field represents a qualifier to show whether the corresponding diagnosis code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 diagnosis codes and '9' for ICD-9 diagnosis codes. This field is required if the corresponding diagnosis is populated.,Claim,,,N,68
Detail,DIAGNOSIS_CODE_24,"The value in this field represents the additional diagnosis established after evaluation and treatment. This field will be used for both ICD-9 and ICD-10 values. Note: This field is not currently in the 837 transaction, but is planned for the next version.  If  this value is present, it will be used in applying payment policies.",Claim,,,N,69
Detail,INSURANCE_LOB,"The value in this field represents the member’s product type or line of business code. The client’s values are mapped to a table that identifies line of business. Examples are: Medicare, Medicaid, Commercial, Duals, BlueCard, etc. Required for CV.",Line,,,N,70
Detail,INSURANCE_LOB_SUBTYPE,"This field further splits the LOB into the type of plan. Examples are: HMO, PPO, POS, EPO, etc.",Line,,,N,71
Detail,BLUE_CARD_INDICATOR,"When INSURANCE_LOB is BlueCard, this field represents BlueCard information provided by the client. Valid values are:
0  -  Non-BlueCard
1  -  ITS Home
2  -  ITS Host",Claim,,,N,72
Detail,ITS_HOME_STATE,The value in this field represents the state of the plan that owns the member's coverage.,Claim,,,N,73
Detail,ITS_HOST_STATE,The value in this field represents the state of the provider's local Blue Cross Blue Shield plan where services were rendered.,Claim,,,N,74
Detail,ITS_SERIAL_NUM,The value in this field represents the Standard Claims Collection Facility (SCCF) number from the ITS system.  This is the unique identifier in the BlueSquared BlueCard claim processing system.,Claim,,,N,75
Detail,MEDICARE_PROVIDER_ID,"Number that uniquely identifies a healthcare provider and is used on billing forms submitted to Medicare (UPIN, OSCAR number, NSC number). It is used for pricing through FHCP.",Line,,,N,76
Detail,MEDICAID_PROVIDER_ID,A number that uniquely identifies a healthcare provider and is used on billing forms submitted to Medicaid.,Line,,,N,77
Detail,RENDERING_PROVIDER_ID,"The value in this field represents a single physician identification number that is unique to the physician in the client’s system for the rendering provider. If a physician has more than one identifying number, there could be an impact to adjudication recommendations which should be discussed.  (2310B, NM109 or 2420A, NM109)  Previously PROVIDER_ID and the provider identifier used for processing on professional claims. Required for CV.",Line,,,N,78
Detail,RENDERING_TAXGROUP_ID,"The value in this field represents the rendering provider's tax identification number.   (2310B, REF02)  BILLING_TAXGROUP_ID is used for processing for all providers.  If Rendering is the same as Billing, it should be duplicated here. Required for CV.",Line,,,N,79
Detail,RENDERING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the provider rendering this service.  Default to spaces if value is not available.  (2310B, NM109)  Previously NPI and the identifier of record for professional providers. Required for CV.",Line,,,Y,80
Detail,RENDERING_STATE_LICENSE,"The value in this field represents the Sate License number for the rendering provider.  A non-zero value is required.  (2310B, REF02)",Line,,,N,81
Detail,RENDERING_SPECIALTY_CODE,"The value in this field is a code that represents the rendering physician’s specialty or subspecialty.  As an example: ORTH or 0015 for orthopedics, PEDCAR or 0030 for pediatric cardiology, etc. In order to make appropriate adjudication recommendations on the claim, the rendering provider’s specialty must be identified. Blank values in this field can be mapped to a “miscellaneous” specialty which will limit payment policies that will be applied, if this method is chosen by the client.  Unrecognizable (unmapped) values will result in the “failing” of the claim during processing and will be reported on the daily processing report.  Client preferences will be discussed during the implementation process.  Please provide a list of client values with descriptions. (2310B, PRV03)  Previously SUBSPEC_ID and used for processing on professional claims. Required for CV.",Line,,,N,82
Detail,RENDERING_TAXONOMY_CODE,Industry standard taxonomy code of the rendering provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.  Required for CV.,Line,,,Y,83
Detail,RENDERING_ENTITY_TYPE,"Expected Values are:  'P' = Person or 'E' = Other Entity or Facility. (2310B,  NM101)",Line,,,N,84
Detail,RENDERING_LAST_NAME,"The value in this field represents the rendering provider’s last name if rendering entity type = 'P' or Organizational Name if rendering entity type = 'E'.  Required for CV. (2310B, NM103)",Line,,,Y,85
Detail,RENDERING_FIRST_NAME,"The value in this field represents the rendering provider’s first name.  Required for CV. (2310B, NM104)",Line,,,Y,86
Detail,RENDERING_MIDDLE_NAME,"The value in this field represents the rendering provider’s middle name.  (2310B, NM105)",Line,,,Y,87
Detail,RENDERING_NAME_SUFFIX,"The value in this field represents the rendering provider's suffix, as required.  (2310B, NM107)",Line,,,Y,88
Detail,RENDERING_ADDRESS_01,The value in this field represents the first line of the rendering provider's address.,Line,,,N,89
Detail,RENDERING_ADDRESS_02,The value in this field represents the second line of the rendering provider's address.,Line,,,N,90
Detail,RENDERING_CITY,The value in this field represents the city of the rendering provider's address.,Line,,,N,91
Detail,RENDERING_STATE,The value in this field represents the state of the rendering provider's address.   Required for CV.,Line,,,N,92
Detail,RENDERING_ZIP,The value in this field represents the postal ZIP code for the rendering provider.  The value is the basic five digit ZIP code.  This value must be submitted for Geographic Policy application. Required for CV.,Line,,,N,93
Detail,RENDERING_ZIP_PLUS_FOUR,The value in this field represents the four digit add-on code for the expanded ZIP code.  The value is four digits.,Line,,,N,94
Detail,RENDERING_COUNTRY,The value in this field represents the country of the rendering provider's address.,Line,,,N,95
Detail,RENDERING_COUNTRY_SUBDIVISION,The value in this field represents the country subdivision code for the rendering provider's address.  This is only used for international addresses.,Line,,,N,96
Detail,RENDERING_PHONE_COUNTRY_CODE,This field represents the unique country code for international dialing for the rendering provider's primary phone number.,Line,,,N,97
Detail,RENDERING_PHONE,The value in this field represents the rendering provider's telephone number.,Line,,,N,98
Detail,RENDERING_PHONE_EXT,The value in this field represents the rendering provider's primary telephone extension.,Line,,,N,99
Detail,RENDERING_ALT_PHONE_COUNTRY_CODE,This field represents the unique country code for international dialing for the rendering provider's alternate phone number.,Line,,,N,100
Detail,RENDERING_ALT_PHONE,The value in this field represents the rendering provider's alternate telephone number.,Line,,,N,101
Detail,RENDERING_ALT_PHONE_EXT,The value in this field represents the rendering provider's alternate telephone extension.,Line,,,N,102
Detail,RENDERING_FAX_COUNTRY_CODE,This field represents the unique country code for international dialing for the rendering provider's fax number.,Line,,,N,103
Detail,RENDERING_FAX,The value in this field represents the rendering provider's fax number.,Line,,,N,104
Detail,BILLING_PROVIDER_ID,"The value in this field represents the billing provider, which is separate from where the services were rendered.  This number is the identification number unique to the billing provider or facility in the client’s system.  This is the same as the Billing Provider Commercial Number in the 837 transaction.  (2010AA, REF02)",Line,,,N,105
Detail,BILLING_TAXGROUP_ID,"The value in this field represents the billing provider’s tax identification number. This number should represent the individual or group practice.  (2010AA, REF02, REF*EI)    Previously TAXGROUP_ID and used for processing on professional claims.",Line,,,Y,106
Detail,BILLING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the billing provider providing this service.  Default to spaces if value is not available. (2010AA, NM109)",Line,,,Y,107
Detail,BILLING_STATE_LICENSE,"The value in this field represents the Sate License number for the billing provider associated with this service.  A non-zero value is required.  This is the same as the Billing Provider Secondary Identifier in the 837 transaction.   (2010AA, REF02)",Line,,,Y,108
Detail,BILLING_SPECIALTY_CODE,"The value in this field represents the specialty of the billing provider, as defined in the client's claim system.",Line,,,N,109
Detail,BILLING_TAXONOMY_CODE,Industry standard taxonomy code of the billing provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Line,,,N,110
Detail,BILLING_CURRENCY_CODE,"This field represents the ISO currency code for the billing provider and should correlate with the currency of the funds in which the provider is to be paid.  (2000A, CUR02)",Line,,,N,111
Detail,BILLING_ENTITY_TYPE,Expected Values are:  'P' = Person or 'E' = Other Entity or Facility,Line,,,N,112
Detail,BILLING_LAST_NAME,"The value in this field represents the billing provider’s last name if rendering entity type = 'P' or Organizational Name if rendering entity type = 'E'.  (2010AA, NM103)",Line,,,Y,113
Detail,BILLING_FIRST_NAME,"The value in this field represents the billing provider’s first name.  (2310B, NM104)",Line,,,Y,114
Detail,BILLING_MIDDLE_NAME,"The value in this field represents the billing provider’s middle name.  (2310B, NM105)",Line,,,Y,115
Detail,BILLING_NAME_SUFFIX,"The value in this field represents the billing provider's suffix, as required.  (2310B, NM107)",Line,,,Y,116
Detail,BILLING_ADDRESS_01,"The value in this field represents the first line of the billing entity's address. The Billing Provider Address must be a street address. Post Office Box or Lock Box addresses are to be sent in the Pay-To Address Loop (Loop ID-2010AB), if necessary.  (2010AA, N301)",Line,,,Y,117
Detail,BILLING_ADDRESS_02,"The value in this field represents the second line of the billing entity's address.  (2010AA, N302)",Line,,,Y,118
Detail,BILLING_CITY,"The value in this field represents the city of the billing entity's address.  (2010AA, N401)",Line,,,Y,119
Detail,BILLING_STATE,"The value in this field represents the state of the billing entity's address.  (2010AA, N402)",Line,,,Y,120
Detail,BILLING_ZIP,"The value in this field represents the postal ZIP code for the billing entity.  The value is the basic five digit ZIP code.   (2010AA, N403)",Line,,,Y,121
Detail,BILLING_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code.  The value is four digits.   (2010AA, N403)",Line,,,Y,122
Detail,BILLING_COUNTRY,"The value in this field represents the country of the billing entity's  address.  (2010AA, N404)",Line,,,Y,123
Detail,BILLING_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the billing entity's address.  This is only used for international addresses.(2010AA, N407)",Line,,,N,124
Detail,BILLING_CONTACT_NAME,"Billing Provider Contact Name (23010AA, PER02)",Line,,,N,125
