LoopID.Segment ID,Segment Name,Element Description,Enumeration Values,Integration Plus Table  Name.Column Name,Mapping Logic
2100G.N3,Responsible Person Street Address,A record is inserted into Enr_Address  table for Responsible person Address (2100G.N3/N4),,,
2100G.N301,Address Information,,,Enr_Address.Address_Line_1,
2100G.N302,Address Information,,,Enr_Address.Address_Line_2,
2100G.N4,"Responsible Person City, State, and Zip Code",,,,
2100G.N401,City Name,City Name,,Enr_Address.City,
2100G.N402,State or Province Code,State,,Enr_Address.State_Or_Province_Code,
2100G.N403,Postal Code,Postal Code,,Enr_Address.Postal_Code,
2100G.N404,Country Code,"If Country Code Not Equal to USA, then populate element",,Enr_Address.Country_Code,
2100G.N407,Country Subdivision Code,,,,
2200 — DISABILITY INFORMATION Loop Repeat: >1,,,,,
2200.DSB,Disability,,,,
2200.DSB01,Disability Type Code,,"1 Short Term Disability
2 Long Term Disability
3 Permanent or Total Disability
4 No Disability",,
2200.DSB07,Product/Service ID Qualifier,,"DX: ICD9, ZZ: ICD10/Mutually Defined",,
2200.DSB08,Medical Code Value,,,,
2200.DTP,DISABILITY ELIGIBILITY DATES,,,,
2200.DTP01,Date/Time Qualifier,,"360 Initial Disability Period Start
361 Initial Disability Period End",,
2200.DTP02,Date Time Period Format Qualifier,,D8 Date Expressed in Format CCYYMMDD,,
2200.DTP03,Date Time Period,Disability Eligibility Date,,,
2300 — HEALTH COVERAGE Loop Repeat: 99    A record is inserted into Enr_Member_Plan_Selection  table  for each 2300 loop.,,,,,
2300.HD,Health Coverage Loop Repeat: 99,,,,
2300.HD01,Maintenance Type Code,,"001 Change
002 Delete
021 Addition
024 Cancellation or Termination
025 Reinstatement
026 Correction
030 Audit or Compare
032 Employee Information Not Applicable",Enr_Member_Plan_Selection.Maintenance_Type_Code,
2300.HD03,Insurance Line Code,,"HLT = Health
refer 4.3 for valid values.
Commony used are HLT,DEN,VIS",Enr_Member_Plan_Selection.Insurance_Line_Code,
2300.HD04,Plan Coverage Description,,,Enr_Member_Plan_Selection.Plan_Coverage_Description,
2300.HD05,Coverage Level Code,,"CHD Children Only
DEP Dependents Only
E1D Employee and One Dependent
E2D Employee and Two Dependents
E3D Employee and Three Dependents
E5D Employee and One or More Dependents
E6D Employee and Two or More Dependents
E7D Employee and Three or More Dependents
E8D Employee and Four or More Dependents
E9D Employee and Five or More Dependents
ECH Employee and Children
EMP Employee Only
ESP Employee and Spouse
FAM Family
IND Individual
SPC Spouse and Children
SPO Spouse Only
TWO Two Party",Enr_Member_Plan_Selection.Coverage_Level_Code,
2300.HD09,Yes/No Condition or Response Code,Late Enrollment Indicator,,Enr_Member_Plan_Selection.Late_Enrollment_Indicator,
2300.DTP,Health Coverage Dates  Segment repeat = 6,,,,
2300.DTP01,Date Time Qualifier,,"348 Benefit Begin
349 Benefit End
543 Last Premium Paid Date
303 Maintenance Effective",,
2300.DTP02,Date Time Period Format Qualifier,,"D8 Date Expressed in Format CCYYMMDD
RD8 Range of Dates Expressed in Format CCYYMMDDCCYYMMDD",,
2300.DTP03,Coverage Period,,,Enr_Member_Plan_Selection.Benefit_Begin_Date,If 2300.DTP01 is 348
,,,,Enr_Member_Plan_Selection.Benefit_End_Date,"If 2300.DTP01 is 349,
Hardcode as 30000101 if DTP*349 is not present"
,,,,Enr_Member_Plan_Selection.Last_Premium_Paid_Date,If 2300.DTP01 is 543
,,,,Enr_Member_Plan_Selection.Maintenance_Effective_Date,If 2300.DTP01 is 303
2300.AMT,Health Coverage Policy,,,,
2300.AMT01,Amount Qualifier Code,,"B9 Co-insurance - Actual
C1 Co-payment Amount
D2 Deductible Amount
EBA Expected Expenditure Amount
FK Other Unlisted Amount
P3 Premium Amount
R Spend Down",,
2300.AMT02,Monetary Amount,Contract Amount,,Enr_Member_Plan_Selection.Premium_Amount,Map the first instance of  2300.AMT01 = P3.
2300.REF,Health Coverage Policy Number,,,,
2300.REF01,Reference Identification Qualifier,,"17 Client Reporting Category
1L Group or Policy Number
9V Payment Category
CE Class of Contract Code
E8 Service Contract (Coverage) Number
M7 Medical Assistance Category
PID Program Identification Number
RB Rate code number
X9 Internal Control Number
XM Issuer Number
XX1 Special Program Code
XX2 Service Area Code
ZX County Code
ZZ Mutually Defined",,
2300.REF02,Reference Identification,Member Group or Policy Number,,Enr_Member_Plan_Selection.Group_Or_PoIicy_Number,Map the first instance of 2300.REF01 = 1L
.,,,,Enr_Member_Plan_Selection.Class_Of_Contract_Code,Map the first instance of 2300.REF01 = CE
2310 — PROVIDER INFORMATION Loop Repeat: 30,,,,,
2310.LX,PROVIDER INFORMATION,,,,
2310.LX01,Assigned Number,,,,
2310.NM1,PROVIDER NAME,,,,
2310.NM101,Entity Identifier Code,,"1X Laboratory
3D Obstetrics and Gynecology Facility
80 Hospital
FA Facility
OD Doctor of Optometry
P3 Primary Care Provider
QA Pharmacy
QN Dentist
Y2 Managed Care Organization",,
2310.NM102,Entity Type Qualifier,,"1 = Person
2 = Non-Person entity",,
2310.NM103,Provider Last Name,,,,
2310.NM104,Provider First Name,,,,
2310.NM105,Provider Middle Name,,,,
2310.NM106,Provider Name Prefix,,,,
2310.NM107,Provider Name Suffix,,,,
2310.NM108,ID Code Qualifier,,"34: SSN
FI: Federal Tax ID
SV: Service Provider Number
 XX: NPI",,
2310.NM109,ID Code,,,,
2310.NM110,Entity Relationship Code,,"25: Established Patient
26: Not Established Patient
72: Unknown",,
2310.N3,PROVIDER ADDRESS,,,,
2310.N301,Provider Address Line,,,,
2310.N302,Provider Address Line,,,,
2310.N4,"PROVIDER CITY, STATE, ZIP CODE",,,,
2310.N401,Provider City Name,,,,
2310.N402,Provider State Code,,,,
2310.N403,Provider ZIP Code,,,,
2310.N404,Provider Country Code,,,,
2310.PER,PROVIDER COMMUNICATIONS NUMBERS,,,,
2310.PER01,Contact Function Code,,IC = Information Contact,,
2310.PER03,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2310.PER04,Communication Number,,,,
2310.PER05,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2310.PER06,Communication Number,,,,
2310.PER07,Communication Number Qualifier,,"AP Alternate Telephone
BN Beeper Number
CP Cellular Phone
EM Electronic Mail
EX Telephone Extension
FX Facsimile
HP Home Phone Number
TE Telephone
WP Work Phone Number",,
2310.PER08,Communication Number,,,,
2310.PLA,Provider Change Reason,,,,
2310.PLA01,Action Code,,2: Change (Update),,
2310.PLA02,Entity Identifier Code,,1P : Provider,,
2310.PLA03,Date,,Provider Effective Date,,
2310.PLA05,Maintenance Reason Code,,"14 Voluntary Withdrawal
22 Plan Change
46 Current Customer Information File in Error
AA Dissatisfaction with Office Staff
AB Dissatisfaction with Medical Care/Services Rendered
AC Inconvenient Office Location
AD Dissatisfaction with Office Hours
AE Unable to Schedule Appointments in a Timely
Manner
AF Dissatisfaction with Physician’s Referral Policy
AG Less Respect and Attention Time Given than to
Other Patients
AH Patient Moved to a New Location
AI No Reason Given
AJ Appointment Times not Met in a Timely Manner",,
2320 — COORDINATION OF BENEFITS Loop Repeat: 5,,,,,
2320.COB,COB-Coordination of Benefits,,,,
2320.COB01,Payer Responsibility Sequence Number Code,,"P Primary
S Secondary
T Tertiary
U Unknown",,
2320.COB02,Reference Identification,Member Group or Policy Number,,,
2320.COB03,Coordination of Benefits Code,,"1: Coordination of Benefits;
5 Unknown
6: No Coordination of Benefits",,
2320.COB04,Service Type Code,,"1 Medical Care
35 Dental Care
48 Hospital - Inpatient
50 Hospital - Outpatient
54 Long Term Care
89 Free Standing Prescription Drug
90 Mail Order Prescription Drug
A4 Psychiatric
AG Skilled Nursing Care
AL Vision (Optometry)
BB Partial Hospitalization (Psychiatric)",,
2320.REF,Additional Coordination of Benefits Identifiers,,,,
2320.REF01,Reference Identification Qualifier,,"60 Account Suffix Code
6P Group Number
SY Social Security Numberr
ZZ Mutually Defined",,
2320.REF02,Reference Identification,Member Group or Policy Number,,,
2320.DTP,Coordination of Benefits Eligibility Dates,,,,
2320.DTP01,Date/Time Qualifier,,"344 :Coordination of Benefits Begin
345 :Coordination of Benefits End",,
2320.DTP02,Date Time Period Format Qualifier,,D8 : CCYYMMDD,,
2320.DTP03,Date Time Period,Coordination of Benefit Date,,,
"2330 — COORDINATION OF BENEFITS RELATED ENTITY Loop
Repeat: 3",,,,,
2330.NM1,COORDINATION OF BENEFITS RELATED ENTITY,,,,
2330.NM101,Entity Identifier Code,,"36: Employer
GW: Group
IN: Insurer",,
2330.NM102,Entity Type Qualifier,,2 : Non-Person Entity,,
2330.NM103,Member Last Name,Coordination of Benefits Insurer Name,,,
2330.NM108,ID Code Qualifier,,"FI: Federal Tax ID
NI: NAIC
XV: CMS Plan ID",,
2330.NM109,ID Code,"Coordination of Benefits Insurer Identification
Code",,,
2330.N3,COORDINATION OF BENEFITS RELATED ENTITY ADDRESS,,,,
2330.N301,Member Address Line,,,,
2330.N302,Member Address Line,,,,
2330.N4,"COORDINATION OF BENEFITS RELATED ENTITY OTHER INSURANCE COMPANY CITY, STATE, ZIPCODE",,,,
2330.N401,Member City Name,,,,
2330.N402,Member State Code,,,,
2330.N403,Member ZIP Code,,,,
2330.N404,Member Country Code,,,,
2330.N407,Country Subdivision Code,,,,
2700 — ADDITIONAL REPORTING CATEGORIES LOOP,,,,,
2700.LS,ADDITIONAL REPORTING CATEGORIES LOOP,,,,
.LS01,Loop Identifier Code,,Use the value 2700.,,
2710 — MEMBER REPORTING CATEGORIES Loop Repeat: >1      A record is inserted into  Enr_Member_Reporting_category  table  for each 2710 loop.,,,,,
2710.LX,MEMBER REPORTING CATEGORIES,,,,
2710.LX01,Assigned Number,,,,
2750 — REPORTING CATEGORY Loop Repeat: 1,,,,,
2750.N1,REPORTING CATEGORY,,,,
2750.N101,Entity Identifier Code,,75 : Participant,,
2750.N102,Name,Member Reporting Category Name,,Enr_Member_Reporting_Category.Name,
2750.REF,REPORTING CATEGORY REFERENCE  Segment repeat = 16,A record is inserted into  Member_Reporting_Category_Identifiers  table  for each 2750.REF,,,
2750.REF01,Reference Identification Qualifier,,"00 Contracting District Number
17 Client Reporting Category
18 Plan Number
19 Division Identifier
26 Union Number
3L Branch Identifier
6M Application Number
9V Payment Category
9X Account Category
GE Geographic Number
LU Location Number
PID Program Identification Number
XX1 Special Program Code
XX2 Service Area Code
YY Geographic Key
ZZ Mutually Defined",Enr_Member_Reporting_Category_Identifiers.Identification_Type,
2750.REF02,Reference Identification,Member Reporting Category Reference ID,,Enr_Member_Reporting_Category_Identifiers.Identification,
2750.DTP,REPORTING CATEGORY DATE,,,,
2750.DTP01,Date/Time Qualifier,,007 = Effective,,
2750.DTP02,Date Time Period Format Qualifier,,"D8 : Date Expressed in Format CCYYMMDD
RD8 : Range of Dates Expressed in Format CCYYMMDD-CCYYMMDD",,
2750.DTP03,,,,Enr_Member_Reporting_Category.Start_Date,"If 2750.DTP02 is D8 populate 2750.DTP02.
If 2750.DTP02 is RD8, populate the first CCYYMMDD"
,Date Time Period,Member Reporting Category Effective Date(s),,Enr_Member_Reporting_Category.End_Date,"If 2750.DTP02 is D8 Leave it blank.
If 2750.DTP02 is RD8, populate the second CCYYMMDD"
2700.LE,"ADDITIONAL REPORTING CATEGORIES
LOOP TERMINATION",,,,
2700.LE01,Loop Identifier Code,,Use the value 2700,,
SE,Transaction Set Trailer,,,,
SE01,Number of Included Segments,Total number of segments included in the transaction set including ST and SE segments,,,
SE02,Transaction Set Control Number,ST02 and SE02 must be identical,,,
GE,Function Group Trailer,,,,
GE01,Number of Transaction Sets Included,Total number of transactions set included in the group or interchange,,,
GE02,Group Control Number,GS06 and GE02 must be identical,,,
IEA,Interchange Control Trailer,,,,
IEA01,Number of Included Functional Groups,,,,
IEA02,Interchange Control Number,ISA12 and IEA02 must be identical,,,
